"Bldg. #","Building Name","Room #","Area","Room Use","Organization Name"
"091","CHEMISTRY BUILDING","2369","260.79","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"091","CHEMISTRY BUILDING","3202","272.63","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"091","CHEMISTRY BUILDING","3375","253.24","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"091","CHEMISTRY BUILDING","3509","140.58","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","1111","38.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","1111A","200.55","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","2111","38.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","2111A","200.55","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","3111","38.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","3111A","200.55","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","4111","38.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"338","CHESAPEAKE BUILDING","4111A","200.55","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"059","CHINCOTEAGUE HALL","1108","160.85","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"059","CHINCOTEAGUE HALL","3112","141.96","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"052","CLARENCE M. MITCHELL, JR. BUIL","0121","145.93","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"052","CLARENCE M. MITCHELL, JR. BUIL","1121","143.47","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"052","CLARENCE M. MITCHELL, JR. BUIL","2121","143.47","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","1216","213.27","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","1464","339.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","1608","256.34","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","1709","248.66","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","1904A","76.43","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","1904B","87.2","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","2169","186.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","2302","144.06","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","2724","199.66","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","3102","116.88","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"386","CLARICE SMITH PERFORMING ARTS","3733","244.37","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"660","CLARKSVILLE OFFICE","1102","84.06","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","0209","197.54","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","0427","186.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","1139","220.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","1141","630","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","1412","205.7","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","2414","240.48","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"162","COLE STUDENT ACTIVITIES BUILDI","3101","246.01","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"802","COLLEGE PARK FIRE STATION","1121","95.64","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"406","COMPUTER SCIENCE INSTRUCTIONAL","1105","161.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"406","COMPUTER SCIENCE INSTRUCTIONAL","2105","161.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"406","COMPUTER SCIENCE INSTRUCTIONAL","3105","161.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"406","COMPUTER SCIENCE INSTRUCTIONAL","4105","161.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"122","CUMBERLAND HALL","1116","101","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"122","CUMBERLAND HALL","1116A","151","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"251","DENTON AREA DINING HALL","1109","270.39","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"251","DENTON AREA DINING HALL","1136","347.69","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"251","DENTON AREA DINING HALL","1136A","37.84","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"226","EDWARD ST. JOHN LEARNING AND T","0114","203.79","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","0217","232.37","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","0319","200.33","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","1112","186.75","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","1219","393.68","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","1307","269.58","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","2203","270.09","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"226","EDWARD ST. JOHN LEARNING AND T","2305","267.97","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"254","ELKTON HALL","0100A","82","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"257","ELLICOTT AREA DINING HALL","1104","233.74","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"257","ELLICOTT AREA DINING HALL","1136","212.22","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"256","ELLICOTT HALL","0109","46","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"223","ENERGY RESEARCH FACILITY","0108","44.33","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"223","ENERGY RESEARCH FACILITY","0125","37.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"223","ENERGY RESEARCH FACILITY","0217","117.97","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"223","ENERGY RESEARCH FACILITY","1217","158.63","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"093","ENGINEERING ANNEX","0104","112.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"093","ENGINEERING ANNEX","0201E","47.77","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"093","ENGINEERING ANNEX","0306","63.27","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"414","FIELD HOCKEY AND LACROSSE COMP","1106","280.32","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"048","FRANCIS SCOTT KEY HALL","0112","177.39","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"048","FRANCIS SCOTT KEY HALL","1108","193.33","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"048","FRANCIS SCOTT KEY HALL","2112","190.74","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"048","FRANCIS SCOTT KEY HALL","3108","201.49","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"237","GEOLOGY BUILDING","1101","170.6","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"237","GEOLOGY BUILDING","3101","170.26","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"237","GEOLOGY BUILDING","3101A","44.48","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"166","GOLF COURSE CLUB HOUSE","0107A","245.32","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"166","GOLF COURSE CLUB HOUSE","0120C","179.91","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"166","GOLF COURSE CLUB HOUSE","1101","163.85","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"318","GOLF COURSE TOILET FACILITY","1103","22.22","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"379","GOSSETT FOOTBALL TEAM HOUSE","1105","69","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"379","GOSSETT FOOTBALL TEAM HOUSE","1191B","159.22","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"073","H.J. PATTERSON HALL","0220","83.53","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"073","H.J. PATTERSON HALL","1111","55.14","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"073","H.J. PATTERSON HALL","1218","176.64","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"073","H.J. PATTERSON HALL","3111","103.89","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"073","H.J. PATTERSON HALL","3226","121.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"014","HARFORD HALL","B0108D","0","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"140","HEALTH CENTER","0137","123.27","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"140","HEALTH CENTER","2143","136.18","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"387","HERBERT RABIN TECHNOLOGY ADVAN","1197","104","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"387","HERBERT RABIN TECHNOLOGY ADVAN","2197","101.31","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"387","HERBERT RABIN TECHNOLOGY ADVAN","3197","101.31","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","0104","30.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","0104A","170.81","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","0212","128.8","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","0213","49","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","0213A","265.78","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","0219","291.9","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","1106","30.67","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","1106A","156.43","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","1217","245.19","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","2104","119.95","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","2206","62.37","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","2212","49","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","2212A","263.56","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3104","203.4","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3206","127.68","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","3212","313.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4106","163.24","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4206","127.68","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"147","HORNBAKE LIBRARY","4212","313.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","1A-141","207.7","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","1B-103","188.4","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","2A-212","207.71","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","2B-203","188.4","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"976","IBBR 1","3B-303","188.4","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","1209","213.19","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","2209","255.84","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","3209","240.9","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"977","IBBR 2","4209","240.9","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"085","INSTITUTE FOR PHYSICAL SCIENCE","0103","56.81","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"085","INSTITUTE FOR PHYSICAL SCIENCE","2111","96.09","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","1107","365.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","1234","207.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","2234","215.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"083","J.M. PATTERSON BUILDING","3234","215.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","0210","111.73","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","1113","152.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","2208","111.73","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","3113","150.76","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"034","JIMENEZ HALL","4208","111.73","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","0215B","147.97","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","1215","221.41","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","1401","113.56","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","2131","156.53","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","2326","120.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","3125","192.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","3318","200.31","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"082","JOHN S. TOLL PHYSICS BUILDING","4215","257.99","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"227","JULL HALL","1117","127.46","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"227","JULL HALL","2119","136","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"388","KEHOE TRACK AT LUDWIG FIELD","1102","268.28","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"225","KIM ENGINEERING BUILDING","1103","318.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"225","KIM ENGINEERING BUILDING","2103","319.06","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"225","KIM ENGINEERING BUILDING","3103","319.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"417","KNIGHT HALL","1106","191.74","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"417","KNIGHT HALL","2102","161.43","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"417","KNIGHT HALL","3102","161.48","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","0328","42.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","0328A","77.17","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","1120","256.82","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"796","LABORATORY FOR PHYSICAL SCIENC","1325","215.97","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","0104","112.89","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","1104","109.94","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","2130","109.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"071","LEE BUILDING","3104","98.98","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","0109","267.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","0206","227.21","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","1109","267.51","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","1212","295.11","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","2101","247.56","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"038","LEFRAK HALL","2214","313.69","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"250","LEONARDTOWN COMMUNITY CENTER","1113","173","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"201","LEONARDTOWN OFFICE BUILDING","1101","55","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"590","LOWER EASTERN SHORE OFFICE","1111","41.49","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"148","MANUFACTURING BUILDING","0101J","58.07","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"148","MANUFACTURING BUILDING","0101L","98.75","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","0107","126.04","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","1107","122.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","1425","191.53","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","2425","191.53","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","3107","125.2","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"046","MARIE MOUNT HALL","3425","191.53","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","0113","260.32","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","0141","260.15","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","1113","152.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","1167","260.15","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","2115","260.32","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","2163","260.15","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","3117","260.32","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"088","MARTIN HALL","3165","260.15","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"409","MARYLAND SOFTBALL STADIUM","1107","259.44","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","1506","644.21","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","1514","541.64","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","2504","626.2","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","2520","598.5","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","3504","673.37","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","3510","696.89","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"368","MARYLAND STADIUM BUILDING (UPP","3522","768.89","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"362","MARYLAND STADIUM CONCESSIONS 1","1100","596.56","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"364","MARYLAND STADIUM CONCESSIONS 3","1100","851.01","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"365","MARYLAND STADIUM CONCESSIONS 4","1214","1069.01","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"365","MARYLAND STADIUM CONCESSIONS 4","1224","841.35","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"367","MARYLAND STADIUM CONCESSIONS 5","1410","1058.77","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"367","MARYLAND STADIUM CONCESSIONS 5","1414","840.92","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"367","MARYLAND STADIUM CONCESSIONS 5","1420","1059.18","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"370","MARYLAND STADIUM CONCESSIONS 6","1521","757.42","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"035","MCKELDIN LIBRARY","1127","145.29","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","1203","125.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","2121","190.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","2203","146.8","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","3107","181.89","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","3203","141.94","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","4106","186.65","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","4203","141.94","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","5111","181.89","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","6110","216.58","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","6203","141.94","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","7114","181.89","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","7203","141.94","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","B0101","174.74","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"035","MCKELDIN LIBRARY","B0205","184.44","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"821","MFRI OFFICE/CLASSROOM BUILDING","1105","120.38","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"832","MFRI OFFICE/CLASSROOM BUILDING","1105","120.38","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","1106","179.49","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","1111C","164.46","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","1210","197.49","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"199","MFRI OFFICE/CLASSROOM BUILDING","2210","196.31","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","0120","171.99","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","1120","175.61","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","2120","174","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"231","MICROBIOLOGY BUILDING","3132","174.81","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"040","MORRILL HALL","1108","115.1","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"382","NEUTRAL BUOYANCY RESEARCH FACI","2100A","145.26","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"232","NYUMBURU CULTURAL CENTER","0138","91.77","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"232","NYUMBURU CULTURAL CENTER","1104","94.38","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"419","OAKLAND HALL","0201","214.02","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"419","OAKLAND HALL","0321","218.66","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"146","PARREN J. MITCHELL ART-SOCIOLO","1301","179.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","2109","108.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","2301","179.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","3303","179.33","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","4115","116.1","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"146","PARREN J. MITCHELL ART-SOCIOLO","4301","184","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"805","PATAPSCO BUILDING","1105","27","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"805","PATAPSCO BUILDING","1105A","232","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"805","PATAPSCO BUILDING","2105","27","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"805","PATAPSCO BUILDING","2105A","231.65","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"010","PATUXENT BUILDING","0101","139.88","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"010","PATUXENT BUILDING","1101","139.88","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"010","PATUXENT BUILDING","2101","139.88","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","0242","144.84","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","1141","143.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","2141","143.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","3141","143.3","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
